name,lat,lon,population,state,district
Sundarnagar,31.53523,76.905,25338,Himachal Pradesh,Mandi
Sundergarh,22.11667,84.03333,45036,Odisha,Sundargarh
Sunam,30.12883,75.79943,69069,Punjab,Sangrur
Sunakhala,20.16677,85.33227,6299,Odisha,Nayagarh District
Sumbal,34.23072,74.6472,15041,Jammu and Kashmir,Bandipore
Sullya,12.561,75.38741,19958,Karnataka,Dakshina Kannada
Suluru,13.7,80.01667,38065,Andhra Pradesh,Tirupati
Sulur,11.02427,77.12565,27909,Tamil Nadu,Coimbatore
Sultanpur,31.21468,75.19602,16877,Punjab,Kapurthala
Sultanpur,29.75534,78.11034,8518,Uttarakhand,Haridwar
Sultanpur,26.25788,82.07269,110368,Uttar Pradesh,District Sultanpur
Sultanpur,23.13812,77.93404,10268,Madhya Pradesh,Raisen
Sultanpur,20.08695,76.5187,8688,Maharashtra,Buldhana
Sulibele,13.1844,77.80141,9587,Karnataka,Bangalore Rural
Suket,24.64609,76.0417,22319,Rajasthan,Kota
Sujangarh,27.7,74.46667,183808,Rajasthan,Churu District
Suchindram,8.15442,77.46704,13193,Tamil Nadu,Kanniyakumari
Subulia,20.89586,84.16934,5072,Odisha,Subarnapur
Suar,29.02841,79.05654,28941,Uttar Pradesh,District Rampur
Srivilliputhur,9.51272,77.63369,75396,Tamil Nadu,Virudhunagar
Srivardhan,18.04592,73.01552,15279,Maharashtra,Raigarh
Srivaikuntam,8.62931,77.91281,15847,Tamil Nadu,Thoothukkudi
Srisailain,16.07217,78.86816,24142,Andhra Pradesh,Nandyal
Sriramnagar,17.26652,78.25544,19550,Telangana,Rangareddi
Sriperumbudur,12.96763,79.94197,24864,Tamil Nadu,Kancheepuram
Srinivaspur,13.33914,78.21175,26793,Karnataka,Kolar
Srinagar,34.08565,74.80555,1206419,Jammu and Kashmir,Srinagar
Srinagar,30.22243,78.78341,20216,Uttarakhand,Garhwal
Srimushnam,11.40118,79.40384,13971,Tamil Nadu,Cuddalore
Sri Madhopur,27.46599,75.59736,31366,Rajasthan,Sikar District
Karanpur,29.84042,73.45519,21604,Rajasthan,Ganganagar
Srikakulam,18.2989,83.89751,137944,Andhra Pradesh,Srikakulam
Srigobindpur,31.68945,75.47751,8241,Punjab,Gurdaspur
Sri Dungargarh,28.09617,74.00868,53294,Rajasthan,Bikaner District
Soygaon,20.59606,75.61765,23320,Maharashtra,Aurangabad
Soron,27.89055,78.74621,28683,Uttar Pradesh,Kasganj
Soro,21.27851,86.68833,32531,Odisha,Baleshwar
Sorbhog,26.48612,90.8859,7614,Assam,Barpeta
Sorala,19.13084,84.75089,8258,Odisha,Ganjam
Sorada,19.76082,84.42997,15117,Odisha,Ganjam
Sorab,14.38144,75.09183,11332,Karnataka,Shimoga
Sopur,34.28671,74.47228,71292,Jammu and Kashmir,Baramula
Sonkach,22.97166,76.34667,16545,Madhya Pradesh,Dewas
Sonipat,28.99478,77.01937,289333,Haryana,Sonipat
Songadh,21.16966,73.56357,26515,Gujarat,Tapi
Sonepur,20.83333,83.91667,20770,Odisha,Subarnapur
Sonpet,19.02594,76.47394,15765,Maharashtra,Parbhani
Sonegaon,20.62915,78.69207,12614,Maharashtra,Wardha
Rajpur Sonarpur,22.4382,88.43205,424368,West Bengal,South 24 Parganas
Sonari,27.02462,95.01629,19810,Assam,Charaideo
Sonamura,23.47547,91.2659,11285,Tripura,Sepahijala
Sonamukhi,23.30521,87.41336,28334,West Bengal,Bankura
Somvarpet,12.59698,75.84957,7227,Karnataka,Kodagu
Sompeta,18.94419,84.58449,18778,Andhra Pradesh,Srikakulam
Someshwar,13.49112,75.06646,22137,Karnataka,Udupi
Solim,15.61521,73.7674,10936,Goa,North Goa
Solan,30.90908,77.10869,40283,Himachal Pradesh,Solan
Sojitra,22.53884,72.71984,19403,Gujarat,Anand
Sojat,25.92493,73.66633,43023,Rajasthan,Pali District
Sohna,28.24737,77.06544,36552,Haryana,Gurugram district
Sohela,21.30153,83.39797,6917,Odisha,Baragarh
Sohana,30.68871,76.70659,9306,Punjab,Ajitgarh
Sohagpur,22.70055,78.19522,25040,Madhya Pradesh,Narmadapuram district
Sohagi,24.98181,81.69558,9009,Madhya Pradesh,Rewa
Sogam,34.50137,74.38228,10166,Jammu and Kashmir,Kupwara
Soanpeta,18.96995,78.35627,6820,Telangana,Nizamabad
Soalkuchi,26.16806,91.57111,13917,Assam,Kamrup
Siwana,25.65154,72.42243,22067,Rajasthan,Barmer District
Siwan,26.22096,84.35609,135066,Bihar,Siwan
Sivni,20.68803,77.04886,13699,Maharashtra,Akola
Sivakasi,9.44999,77.79797,234704,Tamil Nadu,Virudhunagar
Sivagiri,11.12026,77.78811,16779,Tamil Nadu,Erode
Sivagiri,9.34461,77.42911,23040,Tamil Nadu,Tenkasi district
Sivaganga,9.84701,78.48358,42785,Tamil Nadu,Sivaganga
Siuri,23.90806,87.52773,64659,West Bengal,Birbhum
Chittode,11.3946,77.65884,8550,Tamil Nadu,Erode
Sitarganj,28.9293,79.70436,24225,Uttarakhand,Udham Singh Nagar
Sitapur,27.56192,80.68265,164435,Uttar Pradesh,Sitapur
Sitamau,24.01473,75.35324,14056,Madhya Pradesh,Mandsaur
Sitamarhi,26.59357,85.4906,67818,Bihar,Sitamarhi
Siswa Bazar,27.14652,83.75803,19939,Uttar Pradesh,Maharajganj
Sisauli,29.41386,77.4689,15837,Uttar Pradesh,Muzaffarnagar
Sirur,18.8276,74.37475,37111,Maharashtra,Pune Division
Sirumugai,11.32137,77.00521,20066,Tamil Nadu,Coimbatore
Siruguppa,15.63,76.89217,52492,Karnataka,Ballari
Sirsilla,18.38865,78.81048,83186,Telangana,Rajanna Sircilla
Sirsi,28.63916,78.64303,22549,Uttar Pradesh,Sambhal
Sirsi,14.62072,74.83554,62882,Karnataka,Uttar Kannada
Sirsaganj,27.05715,78.68661,29034,Uttar Pradesh,Firozabad
Sirsa,29.53489,75.02898,182534,Haryana,Sirsa
Sirsa,25.2634,82.0919,12608,Uttar Pradesh,Prayagraj
Sirpur,19.47953,79.57558,10116,Telangana,Kumuram Bheem Asifabad
Sironj,24.10313,77.69055,52460,Madhya Pradesh,Vidisha
Sironcha,18.84831,79.9638,7427,Maharashtra,Gadchiroli
Sirohi,24.88838,72.84794,39229,Rajasthan,Sirohi
Sir Muttra,26.51501,77.37212,17988,Rajasthan,Dhaulpur
Sirmaur,24.83648,81.36448,11878,Madhya Pradesh,Rewa
Sirkazhi,11.23725,79.73585,34927,Tamil Nadu,Mayiladuthurai district
Sirhind,30.64321,76.38421,60847,Punjab,Fatehgarh Sahib
Sardarpur,22.66553,74.97736,7293,Madhya Pradesh,Dhar
Sirathu,25.64292,81.31855,13598,Uttar Pradesh,Kaushambi District
Siralkoppa,14.3807,75.25007,16864,Karnataka,Shimoga
Sira,13.74155,76.9043,57928,Karnataka,Tumkur
Sinor,21.91117,73.33974,11267,Gujarat,Vadodara
Sinnar,19.84505,73.99866,65299,Maharashtra,Nashik Division
Sini,22.79325,85.94543,6382,Jharkhand,Saraikela
Singur,22.80917,88.22944,19402,West Bengal,Hugli
Singtam,27.23467,88.50168,6133,Sikkim,Gangtok
Singoli,24.96667,75.3,9523,Madhya Pradesh,Neemuch
Singhana,28.09959,75.83895,11372,Rajasthan,Jhunjhunu District
Singarayakonda,15.23046,80.02794,19400,Andhra Pradesh,Prakasam
Singapperumalkovil,12.75947,80.0075,13566,Tamil Nadu,Chengalpattu district
Singanallur,10.99898,77.03238,31239,Tamil Nadu,Coimbatore
Sindkhed Raja,19.95363,76.12637,16434,Maharashtra,Buldhana
Sindi,20.80509,78.88752,13636,Maharashtra,Wardha
Sindhnur,15.76983,76.75581,75837,Karnataka,Raichur
Sindgi,16.91883,76.23368,37226,Karnataka,Bijapur
Shimla,31.10442,77.16662,173503,Himachal Pradesh,Shimla
Simga,21.6281,81.70376,16027,Chhattisgarh,Baloda Bazar
Simdega,22.61523,84.50208,42944,Jharkhand,Simdega
Simaria,24.79497,81.152,14045,Madhya Pradesh,Rewa
Simaluguri,26.9185,94.75684,8286,Assam,Sibsagar
Silvassa,20.27386,72.99673,98265,Dadra and Nagar Haveli and Daman and Diu,Dadra & Nagar Haveli
Silvani,23.3026,78.44076,18623,Madhya Pradesh,Raisen
Sillod,20.30303,75.65284,58230,Maharashtra,Aurangabad
Silchar,24.82733,92.79787,178865,Assam,Cachar
Silao,25.08358,85.42804,25674,Bihar,Nalanda
Sikar,27.61206,75.13996,244497,Rajasthan,Sikar District
Sikandra Rao,27.68859,78.37985,42229,Uttar Pradesh,Hathras
Sikandra,26.36722,79.6298,12289,Uttar Pradesh,Kanpur Dehat
Sikandarpur,26.04327,84.05298,24177,Uttar Pradesh,Ballia
Sikandarabad,28.45226,77.70004,73379,Uttar Pradesh,Bulandshahr
Sikka,22.43218,69.84158,28814,Gujarat,Jamnagar
Sijua,23.77617,86.33028,31537,Jharkhand,Dhanbad
Sihora,23.4871,80.10404,44048,Madhya Pradesh,Jabalpur
Sihor,21.71134,71.96179,54547,Gujarat,Bhavnagar
Sidlaghatta,13.38896,77.86444,51159,Karnataka,Chikkaballapur
Sidhpura,27.63312,78.86918,14815,Uttar Pradesh,Kasganj
Sidhi,24.4038,81.87954,54331,Madhya Pradesh,Sidhi
Sidhauli,27.28202,80.8345,22193,Uttar Pradesh,Sitapur
Siddipet,18.10483,78.84858,66737,Telangana,Siddipet
Siddhapur,23.91783,72.37212,61867,Gujarat,Patan
Siddapur,14.34322,74.894,14769,Karnataka,Uttar Kannada
Sibsagar,26.98427,94.63784,62104,Assam,Sibsagar
Shyamnagar,22.83333,88.36667,441956,West Bengal,Hugli
Shopian,33.71723,74.83413,16360,Jammu and Kashmir,Shupiyan
Shujalpur,23.40673,76.7098,51225,Madhya Pradesh,Shajapur
Shuganu,24.29546,93.87372,5132,Manipur,Kakching
Shrirangapattana,12.42264,76.68439,25061,Karnataka,Mandya
Shrirampur,22.75278,88.34222,226317,West Bengal,Hugli
Shrigonda,18.61527,74.69895,31134,Maharashtra,Ahmadnagar
Sravana Belgola,12.85737,76.48886,6485,Karnataka,Hassan
Shorapur,16.521,76.75738,51398,Karnataka,Yadgir
Shoranur,10.76181,76.27078,43533,Kerala,Palakkad district
Sholinghur,13.1181,79.42025,30856,Tamil Nadu,Ranipet district
Sholapur,17.67152,75.91044,997281,Maharashtra,Solapur
Shivrajpur,22.42319,73.60865,6705,Gujarat,Panch Mahals
Shivpuri,25.42378,77.66223,179977,Madhya Pradesh,Shivpuri
Shishgarh,28.72928,79.31469,23471,Uttar Pradesh,Bareilly
Shirwal,18.15059,73.97788,12703,Maharashtra,Satara Division
Shirud,20.73527,74.89187,8455,Maharashtra,Dhule
Shirpur,21.34821,74.88035,76905,Maharashtra,Dhule
Shirhatti,15.23352,75.57996,17610,Karnataka,Gadag
Shirgaon,19.69589,72.71527,5971,Maharashtra,Palghar
Shirdi,19.76616,74.47738,36004,Maharashtra,Ahmadnagar
Shivamogga,13.93157,75.56791,322650,Karnataka,Shimoga
Shillong,25.56892,91.88313,143229,Meghalaya,East Khasi Hills
Siliguri,26.71004,88.42851,515574,West Bengal,Darjeeling
Shikohabad,27.108,78.58661,99678,Uttar Pradesh,Firozabad
Shikarpur,28.28072,78.01411,34649,Uttar Pradesh,Bulandshahr
Shikaripura,14.2698,75.35643,36015,Karnataka,Shimoga
Shiggaon,14.99053,75.22499,28207,Karnataka,Haveri
Shertallai,9.68581,76.33996,45474,Kerala,Alappuzha
Sherkot,29.32704,78.57429,57361,Uttar Pradesh,Bijnor
Sherghati,24.5595,84.79162,40666,Bihar,Gaya
Shergarh,28.65128,79.36815,14076,Uttar Pradesh,Bareilly
Sheopur,25.66472,76.69616,71951,Madhya Pradesh,Sheopur
Sheohar,26.51393,85.29341,28116,Bihar,Sheohar
Sheoganj,25.13915,73.06784,28053,Rajasthan,Sirohi
Shenkottai,8.97741,77.24633,26823,Tamil Nadu,Tenkasi district
Shehera,22.95084,73.63118,19175,Gujarat,Panch Mahals
Shegaon,20.7932,76.69921,59672,Maharashtra,Buldhana
Shantipur,23.24723,88.43302,149983,West Bengal,Nadia
Shankrampet,18.04931,77.91418,6227,Telangana,Medak
Shankargarh,25.182,81.61769,14137,Uttar Pradesh,Prayagraj
Shamsabad,27.5371,79.43796,25266,Uttar Pradesh,Ferrukhabad
Shamsabad,27.01718,78.12358,31009,Uttar Pradesh,Agra
Shamsabad,23.81495,77.49567,11329,Madhya Pradesh,Vidisha
Shamli,29.4497,77.30959,97966,Uttar Pradesh,Shamli
Shamgarh,24.18817,75.63903,24637,Madhya Pradesh,Mandsaur
Shajapur,23.42637,76.27775,69263,Madhya Pradesh,Shajapur
Sheikhpura,25.13994,85.84096,62927,Bihar,Sheikhpura
Shahpura,27.3912,75.95956,33895,Rajasthan,Jaipur
Shahpura,25.62094,74.92487,29259,Rajasthan,Bhilwara District
Shahpura,23.13663,79.66402,13601,Madhya Pradesh,Jabalpur
Shahpur,29.3501,77.5516,18874,Uttar Pradesh,Muzaffarnagar
Shahpur,25.60293,84.40412,17767,Bihar,Bhojpur
Shahpur,23.89371,79.05074,13066,Madhya Pradesh,Sagar
Shahpur,23.02446,81.0038,9394,Madhya Pradesh,Dindori
Shahpur,22.15611,70.77068,12867,Gujarat,Rajkot
Shahpur,21.23742,76.22558,19719,Madhya Pradesh,Burhanpur
Shahpur,16.69605,76.8422,53366,Karnataka,Yadgir
Shahkot,31.08173,75.33708,14488,Punjab,Jalandhar
Shahjahanpur,27.99736,76.44914,9837,Rajasthan,Alwar
Shahjanpur,27.88165,79.90918,320434,Uttar Pradesh,Shajahanpur
Shahi,28.55023,79.31761,16064,Uttar Pradesh,Bareilly
Shahgarh,24.31365,79.11806,16300,Madhya Pradesh,Sagar
Shahganj,26.04965,82.68423,26510,Uttar Pradesh,Jaunpur
Shahdol,23.29356,81.3619,89289,Madhya Pradesh,Shahdol
Shahapur,19.45231,73.32572,11623,Maharashtra,Thane
Shahada,21.54538,74.47106,61376,Maharashtra,Nandurbar
Shahabad,30.16776,76.87046,42607,Haryana,Kurukshetra
Shahabad,28.56681,79.00956,34962,Uttar Pradesh,District Rampur
Shahabad,27.6431,79.9402,73606,Uttar Pradesh,Hardoi
Shahabad,17.1307,76.94361,52952,Karnataka,Gulbarga
Siwani,28.90909,75.61469,19143,Haryana,Bhiwani
Settur,9.40564,77.47841,20228,Tamil Nadu,Virudhunagar
Serula,15.54774,73.84329,12908,Goa,North Goa
Serchhip,23.29312,92.84679,21158,Mizoram,Serchhip
Sedam,17.17859,77.28998,39341,Karnataka,Gulbarga
Seorinarayan,21.72055,82.59344,9707,Chhattisgarh,Janjgir-Champa
Seoni Malwa,22.45046,77.4665,30100,Madhya Pradesh,Narmadapuram district
Seoni Chhapara,22.39388,79.54236,15371,Madhya Pradesh,Seoni
Seoni,22.08503,79.55037,102343,Madhya Pradesh,Seoni
Seondha,26.15422,78.7812,23140,Madhya Pradesh,Datia
Seohara,29.20904,78.58837,46546,Uttar Pradesh,Bijnor
Shendurjana,21.52488,78.2835,21748,Maharashtra,Amravati Division
Sendhwa,21.68562,75.09622,56485,Madhya Pradesh,Barwani
Sendamangalam,11.28111,78.23416,19750,Tamil Nadu,Namakkal
Sehore,23.2,77.08333,109118,Madhya Pradesh,Sehore
Secunderabad,17.50427,78.54263,204182,Telangana,Medchal Malkajgiri
Sayla,22.54925,71.48324,15376,Gujarat,Surendranagar
Sawyerpuram,8.68216,78.02651,12792,Tamil Nadu,Thoothukkudi
Sayalgudi,9.16925,78.44702,14801,Tamil Nadu,Ramanathapuram
Sawai Madhopur,26.02301,76.34408,121106,Rajasthan,Sawai Madhopur
Sawa,24.75888,74.57992,11923,Rajasthan,Chittaurgarh
Savli,22.56188,73.22317,18467,Gujarat,Vadodara
Savda,21.15054,75.88938,20584,Maharashtra,Jalgaon
Savanur,14.97335,75.33724,40567,Karnataka,Haveri
Savantvadi,15.90413,73.82191,23851,Maharashtra,Sindhudurg
Sausar,21.65576,78.79669,27459,Madhya Pradesh,Chhindwara
Saurikh,27.03051,79.48813,12055,Uttar Pradesh,Kannauj
Saundatti,15.76615,75.11778,41215,Karnataka,Belgaum
Sathyamangalam,11.50526,77.23826,37816,Tamil Nadu,Erode
Satwas,22.53628,76.68452,14108,Madhya Pradesh,Dewas
Sattur,9.35592,77.92457,31856,Tamil Nadu,Virudhunagar
Sattenapalle,16.39381,80.15221,56721,Andhra Pradesh,Palnadu
Sathankulam,8.44164,77.91349,14193,Tamil Nadu,Thoothukkudi
Satrikh,26.86045,81.19567,11023,Uttar Pradesh,Bara Banki
Satna,24.57726,80.82719,282977,Madhya Pradesh,Satna
Sathamba,23.17051,73.32828,7213,Gujarat,Arvalli
Satara,17.68589,73.99333,120195,Maharashtra,Satara Division
Satana,20.59483,74.20301,37701,Maharashtra,Nashik Division
Sasvad,18.34351,74.03102,31821,Maharashtra,Pune Division
Sasni,27.70287,78.08278,13498,Uttar Pradesh,Hathras
Sasaram,24.94942,84.01645,147408,Bihar,Rohtas
Sawar,25.75574,75.22292,20000,Rajasthan,Ajmer
Sarna,32.26306,75.58308,5847,Punjab,Pathankot
Sarkhej,22.98297,72.50196,30341,Gujarat,Ahmadabad
Sarjapur,12.85985,77.78657,11807,Karnataka,Bangalore Urban
Sarila,25.77579,79.67535,8012,Uttar Pradesh,District Hamirpur
Saria,21.64009,83.36311,6927,Chhattisgarh,Sarangarh Bilaigarh
Sargur,11.99971,76.39611,11425,Karnataka,Mysore
Sardulgarh,29.69224,75.23608,19219,Punjab,Mansa
Sardhana,29.14551,77.61433,49857,Uttar Pradesh,Meerut
Sardarshahr,28.44062,74.491,95911,Rajasthan,Churu District
Lawa Sardargarh,25.23922,73.98915,6600,Rajasthan,Rajsamand
Saravli,19.77703,72.7528,10397,Maharashtra,Palghar
Sarauli,28.49404,79.09177,20923,Uttar Pradesh,Bareilly
Sarangpur,23.56651,76.47306,37435,Madhya Pradesh,Rajgarh
Sarangarh,21.58614,83.0785,14954,Chhattisgarh,Sarangarh Bilaigarh
Saraipali,21.3153,83.00629,20043,Chhattisgarh,Mahasamund
Sarai Mir,26.02705,82.91843,17849,Uttar Pradesh,Azamgarh
Saraikela,22.69963,85.93126,14252,Jharkhand,Saraikela
Sarai Ekdil,26.74442,79.09353,10594,Uttar Pradesh,District Etawah
Sarai Akil,25.3789,81.51035,17443,Uttar Pradesh,Kaushambi District
Saragaon,21.98651,82.75577,7216,Chhattisgarh,Janjgir-Champa
Sapotra,26.2928,76.7522,6716,Rajasthan,Karauli
Sapatgram,26.33732,90.1236,12163,Assam,Kokrajhar
Saoner,21.3851,78.92155,32498,Maharashtra,Nagpur Division
Sanwer,22.97415,75.8271,16150,Madhya Pradesh,Indore
Sanvordem,15.26269,74.11965,5103,Goa,South Goa
Santokhgarh,31.35205,76.31775,9363,Himachal Pradesh,Una
Sanquelim,15.56422,74.00799,13651,Goa,North Goa
Sankrail,22.54997,88.22515,27523,West Bengal,Haora
Sankheda,22.17021,73.5782,12077,Gujarat,Chhotaudepur
Sankeshwar,16.25649,74.48195,34637,Karnataka,Belgaum
Sankarankovil,9.17048,77.54107,57277,Tamil Nadu,Tenkasi district
Sanjeli,23.0584,73.97024,7448,Gujarat,Dohad
Sanguem,15.22901,74.15149,6444,Goa,South Goa
Sangrur,30.24506,75.84488,88615,Punjab,Sangrur
Sangola,17.43948,75.19379,34321,Maharashtra,Solapur
Sangod,24.92707,76.28649,21846,Rajasthan,Kota
Sangli,16.85438,74.56417,601214,Maharashtra,Sangli
Sangaria,29.79886,74.46683,38638,Rajasthan,Hanumangarh
Sangareddi,17.62477,78.08669,72344,Telangana,Sangareddy
Sangamner,19.56784,74.21154,67309,Maharashtra,Ahmadnagar
Sandur,15.08613,76.54692,37431,Karnataka,Ballari
Sandila,27.06989,80.51497,53182,Uttar Pradesh,Hardoi
Sandi,27.28867,79.9519,25008,Uttar Pradesh,Hardoi
Sancoale,15.37794,73.90352,21923,Goa,South Goa
Sanchor,24.75361,71.7728,32875,Rajasthan,Jalore
Sanchi,23.48646,77.7378,8401,Madhya Pradesh,Raisen
Sanawad,22.17391,76.06993,38740,Madhya Pradesh,Khargone
Sanaur,30.30182,76.45786,21201,Punjab,Patiala
Sanand,22.99227,72.38177,95890,Gujarat,Ahmadabad
Samthar,25.84348,78.90683,21582,Uttar Pradesh,Jhansi
Samrala,30.83601,76.19324,19678,Punjab,Ludhiana
Sampla,28.77718,76.77165,20563,Haryana,Rohtak
Samdari,25.81299,72.57879,17915,Rajasthan,Barmer District
Samburvadakara,8.99856,77.38763,16709,Tamil Nadu,Tenkasi district
Sambre,15.87003,74.61142,13159,Karnataka,Belgaum
Sambhar,26.90806,75.19137,22828,Rajasthan,Jaipur
Sambhal,28.58498,78.56959,196109,Uttar Pradesh,Sambhal
Sambalpur,21.46527,83.97573,189366,Odisha,Sambalpur
Samba,32.56245,75.11993,26893,Jammu and Kashmir,Samba
Samayapuram,10.92392,78.74348,5502,Tamil Nadu,Tiruchirappalli
Samayanallur,9.97921,78.03592,9227,Tamil Nadu,Madurai
Samattur,10.6027,77.01409,5762,Tamil Nadu,Coimbatore
Samastipur,25.86222,85.77953,67925,Bihar,Samastipur
Samana,30.15395,76.19851,54072,Punjab,Patiala
Samalkot,17.05675,82.17639,56864,Andhra Pradesh,Kakinada
Samalkha,29.23552,77.01273,39710,Haryana,Panipat
Samalka,28.53499,77.09079,17076,Delhi,New Delhi
Salur,18.51716,83.20548,50206,Andhra Pradesh,Parvathipuram Manyam
Salumbar,24.13524,74.04442,16557,Rajasthan,Udaipur
Salon,26.02857,81.45403,14312,Uttar Pradesh,District Raebareli
Saligao,15.55359,73.79036,6280,Goa,North Goa
Salem,11.65376,78.15538,917414,Tamil Nadu,Salem
Salaya,22.31038,69.60376,33246,Gujarat,Devbhumi Dwarka
Islampur,28.15014,75.53987,10247,Rajasthan,Jhunjhunu District
Sakti,22.02662,82.96091,21955,Chhattisgarh,Sakti
Sakri,22.1054,82.08209,12861,Chhattisgarh,Bilaspur
Sakri,20.99104,74.31475,21764,Maharashtra,Dhule
Sakoli,21.08705,79.99145,14636,Maharashtra,Bhandara
Sakleshpur,12.94119,75.78467,24931,Karnataka,Hassan
Sakit,27.43463,78.77903,7811,Uttar Pradesh,Etah District
Saja,21.66667,81.31667,5257,Chhattisgarh,Bemetara
Saitlaw,23.97187,92.57454,11043,Mizoram,Mamit
Sairang,23.81034,92.65226,5950,Mizoram,Aizawl
Saint Thomas Mount,13.00334,80.19614,43795,Tamil Nadu,Chengalpattu district
Sainthia,23.94826,87.68045,43221,West Bengal,Birbhum
Selu,19.45512,76.44073,46915,Maharashtra,Parbhani
Sailana,23.46219,74.92318,11989,Madhya Pradesh,Ratlam
Saiha,22.49183,92.98143,25110,Mizoram,Saiha
Saidpur,28.61089,77.90896,14496,Uttar Pradesh,Bulandshahr
Saidpur,25.53749,83.22378,22904,Uttar Pradesh,Ghazipur
Sahibganj,26.30831,84.92695,23224,Bihar,Muzaffarpur
Sahibganj,25.24425,87.63481,95890,Jharkhand,Sahibganj
Sahawar,27.79603,78.83373,22201,Uttar Pradesh,Kasganj
Sahaswan,28.07227,78.75082,60953,Uttar Pradesh,Budaun
Sahaspur,29.12125,78.62273,24452,Uttar Pradesh,Bijnor
Saharsa,25.87498,86.59611,156540,Bihar,Saharsa
Saharanpur,29.9679,77.54522,484873,Uttar Pradesh,District Saharanpur
Saha,30.3119,76.97707,8100,Haryana,Ambala
Sagwara,23.67951,74.02013,29439,Rajasthan,Dungarpur
Sagauli,26.7639,84.74341,38815,Bihar,Purba Champaran
Saugor,23.83877,78.73874,274556,Madhya Pradesh,Sagar
Sagar,14.16498,75.02901,54550,Karnataka,Shimoga
Safipur,26.73783,80.3435,24801,Uttar Pradesh,District Unnao
Safidon,29.40596,76.67042,34728,Haryana,Jind
Safapur,34.26055,74.66418,10471,Jammu and Kashmir,Ganderbal
Sadri,25.18555,73.45288,27390,Rajasthan,Pali District
Sadhaura,30.38541,77.22199,14818,Haryana,Yamunanagar
Sadat,25.67117,83.30269,11211,Uttar Pradesh,Ghazipur
Sadasivpet,17.61925,77.95263,47920,Telangana,Sangareddy
Sadalgi,16.5587,74.53211,23790,Karnataka,Belgaum
Sadabad,27.43818,78.03758,36093,Uttar Pradesh,Hathras
Sachin,21.08718,72.88153,28102,Gujarat,Surat
Sabroom,23.00153,91.72427,7142,Tripura,South Tripura
Sabaur,25.2428,87.04465,12575,Bihar,Bhagalpur
Sabathu,30.97494,76.99137,6691,Himachal Pradesh,Solan
Sabalgarh,26.24918,77.40786,40333,Madhya Pradesh,Morena
Rusera,25.75355,86.02597,28781,Bihar,Samastipur
Rura,26.49001,79.90108,15908,Uttar Pradesh,Kanpur Dehat
Ropar,30.96896,76.52695,56038,Punjab,Rupnagar
Run,26.84298,73.79307,9241,Rajasthan,Nagaur District
Rudarpur,26.44467,83.61302,30873,Uttar Pradesh,Deoria
Roorkee,29.86632,77.89118,103894,Uttarakhand,Haridwar
Ron,15.69935,75.73408,23311,Karnataka,Gadag
Rohtak,28.89447,76.58917,374292,Haryana,Rohtak
Rohru,31.20269,77.75484,8160,Himachal Pradesh,Shimla
Roha,23.19646,69.27076,8664,Gujarat,Kutch
Roha,18.43687,73.11964,90000,Maharashtra,Raigarh
Robertsonpet,12.95629,78.27539,162230,Karnataka,Kolar
Robertsganj,24.6886,83.06784,37855,Uttar Pradesh,Sonbhadra
Risod,19.97671,76.78799,34136,Maharashtra,Washim
Rishra,22.72394,88.34563,117014,West Bengal,Hugli
Rishikesh,30.10778,78.29255,66390,Uttarakhand,Dehradun
Reengus,27.3636,75.56838,26139,Rajasthan,Sikar District
Richha,28.69467,79.52284,19459,Uttar Pradesh,Bareilly
Riasi,33.08115,74.83242,8101,Jammu and Kashmir,Reasi
Rhenok,27.17821,88.64675,5883,Sikkim,Pakyong
Rewari,28.199,76.6183,143021,Haryana,Rewari District
Rewa,24.53256,81.29234,235654,Madhya Pradesh,Rewa
Revelganj,25.78976,84.63596,39039,Bihar,Saran
Revadanda,18.55363,72.92559,10416,Maharashtra,Raigarh
Repalle,16.0184,80.82958,50866,Andhra Pradesh,Bapatla
Reoti,25.85091,84.3778,23819,Uttar Pradesh,Ballia
Reodhar,24.6197,72.5262,8117,Rajasthan,Sirohi
Renukut,24.21641,83.0358,62413,Uttar Pradesh,Sonbhadra
Renigunta,13.65143,79.51256,26031,Andhra Pradesh,Tirupati
Rengali,21.64602,84.05311,10867,Odisha,Sambalpur
Remuna,21.52798,86.87156,33378,Odisha,Baleshwar
Rehti,22.73781,77.43399,11611,Madhya Pradesh,Sehore
Rehli,23.63722,79.06275,30329,Madhya Pradesh,Sagar
Razole,16.47608,81.83912,14204,Andhra Pradesh,Konaseema
Razam,18.44909,83.65957,42197,Andhra Pradesh,Vizianagaram District
Raybag,16.49178,74.77391,18736,Karnataka,Belgaum
Rayagada,19.17132,83.41428,71208,Odisha,Rayagada
Rayadrug,14.69971,76.85241,61749,Andhra Pradesh,Anantapur
Rayachoti,14.05723,78.75056,91234,Andhra Pradesh,Annamayya
Raya,27.55607,77.78972,20008,Uttar Pradesh,Mathura
Ray,23.6843,85.05457,6977,Jharkhand,Ranchi
Raxaul,26.97982,84.85065,55536,Bihar,Purba Champaran
Rawatsar,29.26724,74.40288,35102,Rajasthan,Hanumangarh
Rawatbhata,24.92981,75.59209,37699,Rajasthan,Chittaurgarh
Raver,21.24757,76.03509,27039,Maharashtra,Jalgaon
